channel	simulated
   176	 0.00000000000000E+0000
   177	 0.00000000000000E+0000
   178	 0.00000000000000E+0000
   179	 0.00000000000000E+0000
   180	 0.00000000000000E+0000
   181	 0.00000000000000E+0000
   182	 0.00000000000000E+0000
   183	 0.00000000000000E+0000
   184	 0.00000000000000E+0000
   185	 0.00000000000000E+0000
   186	 0.00000000000000E+0000
   187	 0.00000000000000E+0000
   188	 0.00000000000000E+0000
   189	 0.00000000000000E+0000
   190	 0.00000000000000E+0000
   191	 0.00000000000000E+0000
   192	 0.00000000000000E+0000
   193	 0.00000000000000E+0000
   194	 0.00000000000000E+0000
   195	 0.00000000000000E+0000
   196	 0.00000000000000E+0000
   197	 0.00000000000000E+0000
   198	 0.00000000000000E+0000
   199	 0.00000000000000E+0000
   200	 0.00000000000000E+0000
   201	 0.00000000000000E+0000
   202	 0.00000000000000E+0000
   203	 0.00000000000000E+0000
   204	 0.00000000000000E+0000
   205	 0.00000000000000E+0000
   206	 0.00000000000000E+0000
   207	 0.00000000000000E+0000
   208	 0.00000000000000E+0000
   209	 0.00000000000000E+0000
   210	 0.00000000000000E+0000
   211	 0.00000000000000E+0000
   212	 0.00000000000000E+0000
   213	 0.00000000000000E+0000
   214	 0.00000000000000E+0000
   215	 0.00000000000000E+0000
   216	 0.00000000000000E+0000
   217	 0.00000000000000E+0000
   218	 0.00000000000000E+0000
   219	 0.00000000000000E+0000
   220	 0.00000000000000E+0000
   221	 0.00000000000000E+0000
   222	 0.00000000000000E+0000
   223	 0.00000000000000E+0000
   224	 0.00000000000000E+0000
   225	 0.00000000000000E+0000
   226	 0.00000000000000E+0000
   227	 0.00000000000000E+0000
   228	 0.00000000000000E+0000
   229	 0.00000000000000E+0000
   230	 0.00000000000000E+0000
   231	 0.00000000000000E+0000
   232	 0.00000000000000E+0000
   233	 0.00000000000000E+0000
   234	 0.00000000000000E+0000
   235	 0.00000000000000E+0000
   236	 0.00000000000000E+0000
   237	 0.00000000000000E+0000
   238	 0.00000000000000E+0000
   239	 0.00000000000000E+0000
   240	 0.00000000000000E+0000
   241	 0.00000000000000E+0000
   242	 0.00000000000000E+0000
   243	 0.00000000000000E+0000
   244	 0.00000000000000E+0000
   245	 0.00000000000000E+0000
   246	 0.00000000000000E+0000
   247	 0.00000000000000E+0000
   248	 0.00000000000000E+0000
   249	 0.00000000000000E+0000
   250	 0.00000000000000E+0000
   251	 0.00000000000000E+0000
   252	 0.00000000000000E+0000
   253	 0.00000000000000E+0000
   254	 0.00000000000000E+0000
   255	 0.00000000000000E+0000
   256	 0.00000000000000E+0000
   257	 0.00000000000000E+0000
   258	 0.00000000000000E+0000
   259	 0.00000000000000E+0000
   260	 0.00000000000000E+0000
   261	 0.00000000000000E+0000
   262	 0.00000000000000E+0000
   263	 0.00000000000000E+0000
   264	 0.00000000000000E+0000
   265	 0.00000000000000E+0000
   266	 0.00000000000000E+0000
   267	 0.00000000000000E+0000
   268	 0.00000000000000E+0000
   269	 0.00000000000000E+0000
   270	 0.00000000000000E+0000
   271	 0.00000000000000E+0000
   272	 0.00000000000000E+0000
   273	 0.00000000000000E+0000
   274	 0.00000000000000E+0000
   275	 0.00000000000000E+0000
   276	 0.00000000000000E+0000
   277	 0.00000000000000E+0000
   278	 0.00000000000000E+0000
   279	 0.00000000000000E+0000
   280	 0.00000000000000E+0000
   281	 0.00000000000000E+0000
   282	 0.00000000000000E+0000
   283	 0.00000000000000E+0000
   284	 0.00000000000000E+0000
   285	 0.00000000000000E+0000
   286	 0.00000000000000E+0000
   287	 0.00000000000000E+0000
   288	 0.00000000000000E+0000
   289	 0.00000000000000E+0000
   290	 0.00000000000000E+0000
   291	 0.00000000000000E+0000
   292	 0.00000000000000E+0000
   293	 0.00000000000000E+0000
   294	 0.00000000000000E+0000
   295	 0.00000000000000E+0000
   296	 1.10420038879113E-0002
   297	 1.14999966465426E-0001
   298	 9.44925721890495E-0001
   299	 6.12550761817082E+0000
   300	 3.39441315341440E+0001
   301	 1.33421197201733E+0002
   302	 4.15524120662510E+0002
   303	 1.02547211801711E+0003
   304	 2.00559834497905E+0003
   305	 3.10873319498268E+0003
   306	 3.81905611028610E+0003
   307	 3.69453478246362E+0003
   308	 2.76735160396640E+0003
   309	 1.63185411915752E+0003
   310	 9.01630203794880E+0002
   311	 9.18742685286737E+0002
   312	 1.75450632587716E+0003
   313	 3.05322533366079E+0003
   314	 3.94577873025316E+0003
   315	 3.68794556020538E+0003
   316	 2.48814320872897E+0003
   317	 1.21291954797265E+0003
   318	 4.28878818249529E+0002
   319	 1.12817076261541E+0002
   320	 2.70727739060803E+0001
   321	 2.31272115261577E+0001
   322	 3.56967150664299E+0001
   323	 4.39952545005731E+0001
   324	 3.93120576756545E+0001
   325	 2.53077432769333E+0001
   326	 1.18060486127154E+0001
   327	 4.58698954393776E+0000
   328	 5.68912662306057E+0000
   329	 2.67189278315885E+0001
   330	 1.25917972547439E+0002
   331	 4.33427191713504E+0002
   332	 1.18887191241310E+0003
   333	 2.59853840171296E+0003
   334	 4.52612007890141E+0003
   335	 6.28271300506311E+0003
   336	 6.94384418164340E+0003
   337	 6.01502866586842E+0003
   338	 4.04601060294084E+0003
   339	 2.23740686078799E+0003
   340	 1.48803438050414E+0003
   341	 2.21003219567588E+0003
   342	 4.23425107953317E+0003
   343	 6.42889026822362E+0003
   344	 7.11471054107630E+0003
   345	 5.68040401553112E+0003
   346	 3.27070400934022E+0003
   347	 1.36115427406450E+0003
   348	 4.12819922369555E+0002
   349	 9.43717227482538E+0001
   350	 1.69978630350450E+0001
   351	 6.33441918935019E+0000
   352	 7.50615887928864E+0000
   353	 1.15480009281101E+0001
   354	 1.43085344153305E+0001
   355	 1.30178233848376E+0001
   356	 8.56154209989000E+0000
   357	 4.05665818856968E+0000
   358	 1.38375616487409E+0000
   359	 3.39654173737592E-0001
   360	 5.19081353173449E-0002
   361	 6.22778889463433E-0003
   362	 5.32944851928822E-0004
   363	 3.25292318366905E-0005
   364	 0.00000000000000E+0000
   365	 0.00000000000000E+0000
   366	 7.09740349641916E-0001
   367	 5.51788209341470E+0000
   368	 3.41910417529767E+0001
   369	 1.68856990957339E+0002
   370	 7.00930645064203E+0002
   371	 2.15417058345418E+0003
   372	 5.29815138858336E+0003
   373	 1.04290180844341E+0004
   374	 1.64310228181802E+0004
   375	 2.07207930750145E+0004
   376	 2.08059383363166E+0004
   377	 1.62478627164870E+0004
   378	 9.80109032749629E+0003
   379	 4.56653974344970E+0003
   380	 1.64317781333367E+0003
   381	 4.56564301459894E+0002
   382	 9.79405911429847E+0001
   383	 1.39289543362704E+0001
   384	 1.70357361670840E+0000
   385	 1.60018592241906E-0001
   386	 1.15437530842518E-0002
   387	 0.00000000000000E+0000
   388	 0.00000000000000E+0000
   389	 0.00000000000000E+0000
   390	 0.00000000000000E+0000
   391	 0.00000000000000E+0000
   392	 0.00000000000000E+0000
   393	 0.00000000000000E+0000
   394	 0.00000000000000E+0000
   395	 0.00000000000000E+0000
   396	 0.00000000000000E+0000
   397	 0.00000000000000E+0000
   398	 0.00000000000000E+0000
   399	 0.00000000000000E+0000
   400	 0.00000000000000E+0000
   401	 0.00000000000000E+0000
   402	 0.00000000000000E+0000
   403	 0.00000000000000E+0000
   404	 0.00000000000000E+0000
   405	 0.00000000000000E+0000
   406	 0.00000000000000E+0000
   407	 0.00000000000000E+0000
   408	 0.00000000000000E+0000
   409	 0.00000000000000E+0000
   410	 0.00000000000000E+0000
   411	 0.00000000000000E+0000
   412	 0.00000000000000E+0000
   413	 2.41256822765905E-0002
   414	 2.99561011446867E-0001
   415	 2.83455821360166E+0000
   416	 2.18392103349319E+0001
   417	 1.37225619111113E+0002
   418	 7.48418913710840E+0002
   419	 3.15243807498806E+0003
   420	 1.07026462234326E+0004
   421	 3.01219049054535E+0004
   422	 7.07873745890129E+0004
   423	 1.39944960668897E+0005
   424	 2.35602894742116E+0005
   425	 3.42896739883985E+0005
   426	 4.38535540015100E+0005
   427	 5.04590800982443E+0005
   428	 5.37544879449297E+0005
   429	 5.40016985810296E+0005
   430	 5.08265488006105E+0005
   431	 4.33044429219978E+0005
   432	 3.17761808763080E+0005
   433	 1.91347257870797E+0005
   434	 9.10499866485389E+0004
   435	 3.33251692566522E+0004
   436	 9.21889391554664E+0003
   437	 1.90231836901345E+0003
   438	 2.44860936997897E+0002
   439	 2.59570038882233E+0001
   440	 1.99743666815428E+0000
   441	 1.11232174837850E-0001
   442	 0.00000000000000E+0000
   443	 0.00000000000000E+0000
   444	 0.00000000000000E+0000
   445	 0.00000000000000E+0000
   446	 0.00000000000000E+0000
   447	 0.00000000000000E+0000
   448	 0.00000000000000E+0000
   449	 0.00000000000000E+0000
   450	 0.00000000000000E+0000
   451	 0.00000000000000E+0000
   452	 0.00000000000000E+0000
   453	 0.00000000000000E+0000
   454	 0.00000000000000E+0000
   455	 0.00000000000000E+0000
   456	 0.00000000000000E+0000
   457	 0.00000000000000E+0000
   458	 0.00000000000000E+0000
   459	 0.00000000000000E+0000
   460	 0.00000000000000E+0000
   461	 0.00000000000000E+0000
   462	 0.00000000000000E+0000
   463	 0.00000000000000E+0000
   464	 0.00000000000000E+0000
   465	 0.00000000000000E+0000
   466	 0.00000000000000E+0000
   467	 0.00000000000000E+0000
   468	 0.00000000000000E+0000
   469	 0.00000000000000E+0000
   470	 0.00000000000000E+0000
   471	 0.00000000000000E+0000
   472	 0.00000000000000E+0000
   473	 0.00000000000000E+0000
   474	 0.00000000000000E+0000
   475	 0.00000000000000E+0000
   476	 0.00000000000000E+0000
   477	 0.00000000000000E+0000
   478	 0.00000000000000E+0000
   479	 0.00000000000000E+0000
   480	 0.00000000000000E+0000
   481	 0.00000000000000E+0000
   482	 0.00000000000000E+0000
   483	 0.00000000000000E+0000
   484	 0.00000000000000E+0000
   485	 0.00000000000000E+0000
   486	 0.00000000000000E+0000
   487	 0.00000000000000E+0000
   488	 0.00000000000000E+0000
   489	 0.00000000000000E+0000
   490	 0.00000000000000E+0000
   491	 0.00000000000000E+0000
   492	 0.00000000000000E+0000
   493	 0.00000000000000E+0000
   494	 0.00000000000000E+0000
   495	 0.00000000000000E+0000
   496	 0.00000000000000E+0000
   497	 0.00000000000000E+0000
   498	 0.00000000000000E+0000
   499	 0.00000000000000E+0000
   500	 0.00000000000000E+0000
   501	 0.00000000000000E+0000
   502	 0.00000000000000E+0000
   503	 0.00000000000000E+0000
   504	 0.00000000000000E+0000
   505	 0.00000000000000E+0000
   506	 0.00000000000000E+0000
   507	 0.00000000000000E+0000
   508	 0.00000000000000E+0000
   509	 0.00000000000000E+0000
   510	 0.00000000000000E+0000
   511	 0.00000000000000E+0000
   512	 0.00000000000000E+0000
